frame; timings; with call
1868;703;713;
1869;237;247;
1870;615;625;
1871;601;611;
1872;237;247;
1873;757;767;
1874;614;624;
1875;643;653;
1876;688;698;
1877;580;590;
1878;723;733;
1879;688;698;
1880;614;624;
1881;237;247;
1882;635;645;
1883;601;611;
1884;546;556;
1885;737;747;
1886;615;625;
1887;699;709;
1888;615;625;
1889;306;316;
1890;637;647;
1891;719;729;
1892;717;727;
1893;306;316;
1894;615;625;
1895;601;611;
1896;273;283;
1897;757;767;
1898;580;590;
1899;237;247;
1900;625;635;
1901;601;611;
1902;237;247;
1903;722;732;
1904;650;660;
1905;306;316;
1906;635;645;
1907;637;647;
1908;615;625;
1909;650;660;
1910;615;625;
1911;698;708;
1912;615;625;
1913;237;247;
1914;637;647;
1915;751;761;
1916;717;727;
1917;237;247;
1918;635;645;
1919;601;611;
1920;601;611;
1921;720;730;
1922;683;693;
1923;643;653;
1924;681;691;
1925;649;659;
1926;723;733;
1927;729;739;
1928;738;748;
1929;247;257;
1930;649;659;
1931;670;680;
1932;273;283;
1933;756;766;
1934;615;625;
1935;643;653;
1936;671;681;
1937;670;680;
1938;273;283;
1939;719;729;
1940;738;748;
1941;211;221;
1942;671;681;
1943;670;680;
1944;273;283;
1945;789;799;
1946;580;590;
1947;595;605;
1948;729;739;
1949;670;680;
1950;273;283;
1951;725;735;
1952;738;748;
1953;247;257;
1954;704;714;
1955;601;611;
1956;273;283;
1957;683;693;
1958;615;625;
1959;609;619;
1960;704;714;
1961;601;611;
1962;273;283;
1963;719;729;
1964;738;748;
1965;273;283;
1966;704;714;
1967;637;647;
1968;649;659;
1969;725;735;
1970;628;638;
1971;732;742;
1972;688;698;
1973;614;624;
1974;709;719;
1975;688;698;
1976;614;624;
1977;211;221;
1978;580;590;
1979;546;556;
1980;237;247;
1981;614;624;
1982;615;625;
1983;629;639;
1984;580;590;
1985;560;570;
1986;601;611;
1987;682;692;
1988;669;679;
1989;273;283;
1990;704;714;
1991;637;647;
1992;649;659;
1993;741;751;
1994;704;714;
1995;273;283;
1996;673;683;
1997;670;680;
1998;273;283;
1999;757;767;
2000;669;679;
2001;247;257;
2002;704;714;
2003;601;611;
2004;273;283;
2005;738;748;
2006;637;647;
2007;643;653;
2008;704;714;
2009;637;647;
2010;649;659;
2011;702;712;
2012;772;782;
2013;237;247;
2014;649;659;
2015;546;556;
2016;237;247;
2017;763;773;
2018;738;748;
2019;665;675;
2020;702;712;
2021;649;659;
2022;723;733;
2023;688;698;
2024;683;693;
2025;247;257;
2026;704;714;
2027;601;611;
2028;273;283;
2029;738;748;
2030;582;592;
2031;732;742;
2032;580;590;
2033;546;556;
2034;601;611;
2035;628;638;
2036;614;624;
2037;237;247;
2038;616;626;
2039;670;680;
2040;273;283;
2041;702;712;
2042;704;714;
2043;631;641;
2044;673;683;
2045;615;625;
2046;649;659;
2047;702;712;
2048;717;727;
2049;306;316;
2050;649;659;
2051;546;556;
2052;273;283;
2053;683;693;
2054;560;570;
2055;609;619;
2056;594;604;
2057;615;625;
2058;237;247;
2059;682;692;
2060;669;679;
2061;211;221;
2062;580;590;
2063;560;570;
2064;615;625;
2065;729;739;
2066;683;693;
2067;643;653;
2068;702;712;
2069;594;604;
2070;778;788;
2071;724;734;
2072;738;748;
2073;247;257;
2074;704;714;
2075;601;611;
2076;273;283;
2077;738;748;
2078;637;647;
2079;677;687;
2080;704;714;
2081;637;647;
2082;670;680;
2083;737;747;
2084;703;713;
2085;237;247;
2086;649;659;
2087;546;556;
2088;273;283;
2089;741;751;
2090;704;714;
2091;273;283;
2092;673;683;
2093;670;680;
2094;273;283;
2095;757;767;
2096;669;679;
2097;247;257;
2098;704;714;
2099;601;611;
2100;273;283;
2101;738;748;
2102;637;647;
2103;643;653;
2104;704;714;
2105;637;647;
2106;649;659;
2107;751;761;
2108;772;782;
2109;237;247;
2110;649;659;
2111;546;556;
2112;273;283;
2113;707;717;
2114;683;693;
2115;732;742;
2116;724;734;
2117;649;659;
2118;723;733;
2119;688;698;
2120;683;693;
2121;247;257;
2122;704;714;
2123;601;611;
2124;273;283;
2125;702;712;
2126;683;693;
2127;677;687;
2128;757;767;
2129;650;660;
2130;668;678;
2131;757;767;
2132;650;660;
2133;732;742;
2134;688;698;
2135;614;624;
2136;745;755;
2137;796;806;
2138;635;645;
2139;237;247;
2140;661;671;
2141;306;316;
2142;273;283;
2143;757;767;
2144;669;679;
2145;247;257;
2146;670;680;
2147;237;247;
2148;273;283;
2149;683;693;
2150;615;625;
2151;609;619;
2152;670;680;
2153;237;247;
2154;273;283;
2155;719;729;
2156;738;748;
2157;247;257;
2158;670;680;
2159;237;247;
2160;273;283;
2161;757;767;
2162;683;693;
2163;732;742;
2164;743;753;
2165;635;645;
2166;654;664;
2167;743;753;
2168;703;713;
2169;237;247;
2170;615;625;
2171;601;611;
2172;237;247;
2173;683;693;
2174;546;556;
2175;629;639;
2176;546;556;
2177;601;611;
2178;237;247;
2179;682;692;
2180;669;679;
2181;211;221;
2182;635;645;
2183;237;247;
2184;601;611;
2185;722;732;
2186;649;659;
2187;595;605;
2188;625;635;
2189;237;247;
2190;601;611;
2191;688;698;
2192;739;749;
2193;306;316;
2194;615;625;
2195;601;611;
2196;273;283;
2197;751;761;
2198;670;680;
2199;631;641;
2200;670;680;
2201;237;247;
2202;273;283;
2203;719;729;
2204;738;748;
2205;247;257;
2206;670;680;
2207;237;247;
2208;273;283;
2209;702;712;
2210;738;748;
2211;665;675;
2212;725;735;
2213;649;659;
2214;778;788;
2215;743;753;
2216;683;693;
2217;273;283;
2218;670;680;
2219;273;283;
2220;670;680;
2221;683;693;
2222;546;556;
2223;663;673;
2224;615;625;
2225;601;611;
2226;237;247;
2227;683;693;
2228;614;624;
2229;211;221;
2230;560;570;
2231;601;611;
2232;237;247;
2233;693;703;
2234;580;590;
2235;595;605;
2236;659;669;
2237;601;611;
2238;601;611;
2239;722;732;
2240;614;624;
2241;247;257;
2242;670;680;
2243;237;247;
2244;273;283;
2245;683;693;
2246;615;625;
2247;609;619;
2248;670;680;
2249;237;247;
2250;273;283;
2251;719;729;
2252;738;748;
2253;247;257;
2254;670;680;
2255;237;247;
2256;273;283;
2257;757;767;
2258;683;693;
2259;732;742;
2260;743;753;
2261;649;659;
2262;654;664;
2263;743;753;
2264;717;727;
2265;237;247;
2266;615;625;
2267;601;611;
2268;237;247;
2269;683;693;
2270;582;592;
2271;698;708;
2272;582;592;
2273;670;680;
2274;237;247;
2275;682;692;
2276;614;624;
2277;237;247;
2278;635;645;
2279;601;611;
2280;546;556;
2281;727;737;
2282;649;659;
2283;609;619;
2284;625;635;
2285;560;570;
2286;546;556;
2287;601;611;
2288;546;556;
2289;546;556;
2290;601;611;
2291;546;556;
2292;601;611;
2293;601;611;
2294;546;556;
2295;601;611;
2296;601;611;
2297;546;556;
2298;601;611;
2299;654;664;
2300;607;617;
2301;648;658;
2302;654;664;
2303;580;590;
2304;681;691;
2305;607;617;
2306;669;679;
2307;614;624;
2308;654;664;
2309;580;590;
2310;654;664;
2311;580;590;
2312;648;658;
2313;648;658;
2314;709;719;
2315;580;590;
2316;654;664;
2317;641;651;
2318;669;679;
2319;614;624;
2320;688;698;
2321;607;617;
2322;614;624;
2323;688;698;
2324;648;658;
2325;648;658;
2326;654;664;
2327;614;624;
2328;650;660;
2329;702;712;
2330;664;674;
2331;636;646;
2332;636;646;
2333;615;625;
2334;219;229;
2335;709;719;
2336;630;640;
2337;583;593;
2338;636;646;
2339;615;625;
2340;219;229;
2341;636;646;
2342;562;572;
2343;562;572;
2344;562;572;
2345;528;538;
2346;219;229;
2347;664;674;
2348;630;640;
2349;583;593;
2350;562;572;
2351;615;625;
2352;219;229;
2353;675;685;
2354;562;572;
2355;645;655;
2356;670;680;
2357;649;659;
2358;691;701;
2359;709;719;
2360;596;606;
2361;219;229;
2362;617;627;
2363;583;593;
2364;219;229;
2365;641;651;
2366;562;572;
2367;611;621;
2368;602;612;
2369;306;316;
2370;273;283;
2371;698;708;
2372;645;655;
2373;219;229;
2374;528;538;
2375;306;316;
2376;273;283;
2377;709;719;
2378;596;606;
2379;494;504;
2380;651;661;
2381;306;316;
2382;273;283;
2383;698;708;
2384;562;572;
2385;193;203;
2386;651;661;
2387;306;316;
2388;273;283;
2389;607;617;
2390;494;504;
2391;609;619;
2392;602;612;
2393;306;316;
2394;273;283;
2395;698;708;
2396;651;661;
2397;219;229;
2398;670;680;
2399;237;247;
2400;273;283;
2401;675;685;
2402;596;606;
2403;568;578;
2404;675;685;
2405;649;659;
2406;691;701;
2407;675;685;
2408;649;659;
2409;211;221;
2410;705;715;
2411;306;316;
2412;273;283;
2413;641;651;
2414;219;229;
2415;611;621;
2416;534;544;
2417;306;316;
2418;273;283;
2419;719;729;
2420;649;659;
2421;211;221;
2422;705;715;
2423;306;316;
2424;273;283;
2425;709;719;
2426;596;606;
2427;577;587;
2428;596;606;
2429;583;593;
2430;219;229;
2431;664;674;
2432;649;659;
2433;247;257;
2434;670;680;
2435;237;247;
2436;273;283;
2437;641;651;
2438;528;538;
2439;611;621;
2440;602;612;
2441;306;316;
2442;273;283;
2443;698;708;
2444;596;606;
2445;219;229;
2446;683;693;
2447;306;316;
2448;273;283;
2449;675;685;
2450;649;659;
2451;699;709;
2452;630;640;
2453;562;572;
2454;562;572;
2455;730;740;
2456;683;693;
2457;273;283;
2458;683;693;
2459;306;316;
2460;273;283;
2461;641;651;
2462;562;572;
2463;611;621;
2464;602;612;
2465;306;316;
2466;273;283;
2467;785;795;
2468;663;673;
2469;273;283;
2470;704;714;
2471;601;611;
2472;273;283;
2473;675;685;
2474;683;693;
2475;548;558;
2476;596;606;
2477;306;316;
2478;273;283;
2479;698;708;
2480;649;659;
2481;247;257;
2482;670;680;
2483;237;247;
2484;273;283;
2485;694;704;
2486;548;558;
2487;609;619;
2488;602;612;
2489;306;316;
2490;273;283;
2491;730;740;
2492;685;695;
2493;219;229;
2494;683;693;
2495;306;316;
2496;273;283;
2497;675;685;
2498;528;538;
2499;611;621;
2500;670;680;
2501;649;659;
2502;691;701;
2503;675;685;
2504;649;659;
2505;247;257;
2506;670;680;
2507;237;247;
2508;273;283;
2509;673;683;
2510;528;538;
2511;643;653;
2512;602;612;
2513;306;316;
2514;273;283;
2515;751;761;
2516;611;621;
2517;193;203;
2518;560;570;
2519;306;316;
2520;273;283;
2521;709;719;
2522;596;606;
2523;577;587;
2524;596;606;
2525;670;680;
2526;273;283;
2527;698;708;
2528;596;606;
2529;219;229;
2530;651;661;
2531;670;680;
2532;273;283;
2533;641;651;
2534;528;538;
2535;611;621;
2536;568;578;
2537;670;680;
2538;273;283;
2539;596;606;
2540;596;606;
2541;219;229;
2542;683;693;
2543;670;680;
2544;273;283;
2545;709;719;
2546;562;572;
2547;645;655;
2548;670;680;
2549;649;659;
2550;691;701;
2551;709;719;
2552;683;693;
2553;273;283;
2554;617;627;
2555;670;680;
2556;273;283;
2557;641;651;
2558;562;572;
2559;611;621;
2560;602;612;
2561;670;680;
2562;273;283;
2563;698;708;
2564;645;655;
2565;306;316;
2566;705;715;
2567;670;680;
2568;273;283;
2569;709;719;
2570;562;572;
2571;219;229;
2572;651;661;
2573;670;680;
2574;273;283;
2575;698;708;
2576;562;572;
2577;193;203;
2578;683;693;
2579;670;680;
2580;273;283;
2581;607;617;
2582;526;536;
2583;609;619;
2584;602;612;
2585;670;680;
2586;273;283;
2587;698;708;
2588;611;621;
2589;193;203;
2590;615;625;
2591;670;680;
2592;273;283;
2593;709;719;
2594;596;606;
2595;568;578;
2596;675;685;
2597;649;659;
2598;691;701;
2599;641;651;
2600;649;659;
2601;247;257;
2602;683;693;
2603;670;680;
2604;273;283;
2605;641;651;
2606;219;229;
2607;611;621;
2608;534;544;
2609;670;680;
2610;273;283;
2611;719;729;
2612;649;659;
2613;247;257;
2614;683;693;
2615;670;680;
2616;273;283;
2617;709;719;
2618;683;693;
2619;631;641;
2620;596;606;
2621;583;593;
2622;219;229;
2623;664;674;
2624;738;748;
2625;247;257;
2626;615;625;
2627;670;680;
2628;273;283;
2629;728;738;
2630;546;556;
2631;665;675;
2632;602;612;
2633;670;680;
2634;273;283;
2635;698;708;
2636;683;693;
2637;273;283;
2638;683;693;
2639;670;680;
2640;273;283;
2641;709;719;
2642;649;659;
2643;699;709;
2644;630;640;
2645;594;604;
2646;562;572;
2647;698;708;
2648;683;693;
2649;237;247;
2650;705;715;
2651;670;680;
2652;273;283;
2653;641;651;
2654;562;572;
2655;611;621;
2656;602;612;
2657;670;680;
2658;273;283;
2659;698;708;
2660;677;687;
2661;219;229;
2662;649;659;
2663;670;680;
2664;273;283;
2665;675;685;
2666;649;659;
2667;273;283;
2668;628;638;
2669;670;680;
2670;273;283;
2671;698;708;
2672;649;659;
2673;247;257;
2674;615;625;
2675;670;680;
2676;273;283;
2677;639;649;
2678;526;536;
2679;609;619;
2680;602;612;
2681;670;680;
2682;273;283;
2683;730;740;
2684;562;572;
2685;193;203;
2686;683;693;
2687;670;680;
2688;273;283;
2689;709;719;
2690;615;625;
2691;665;675;
2692;596;606;
2693;649;659;
2694;594;604;
2695;730;740;
2696;649;659;
2697;247;257;
2698;683;693;
2699;670;680;
2700;273;283;
2701;709;719;
2702;596;606;
2703;568;578;
2704;675;685;
2705;649;659;
2706;691;701;
2707;709;719;
2708;615;625;
2709;665;675;
2710;762;772;
2711;649;659;
2712;745;755;
2713;702;712;
2714;664;674;
2715;723;733;
2716;654;664;
2717;615;625;
2718;273;283;
2719;675;685;
2720;630;640;
2721;670;680;
2722;654;664;
2723;615;625;
2724;273;283;
2725;636;646;
2726;649;659;
2727;616;626;
2728;602;612;
2729;615;625;
2730;273;283;
2731;596;606;
2732;630;640;
2733;670;680;
2734;580;590;
2735;615;625;
2736;273;283;
2737;709;719;
2738;649;659;
2739;699;709;
2740;704;714;
2741;594;604;
2742;691;701;
2743;709;719;
2744;596;606;
2745;219;229;
2746;562;572;
2747;528;538;
2748;219;229;
2749;641;651;
2750;562;572;
2751;643;653;
2752;636;646;
2753;670;680;
2754;273;283;
2755;698;708;
2756;645;655;
2757;219;229;
2758;562;572;
2759;670;680;
2760;273;283;
2761;709;719;
2762;562;572;
2763;219;229;
2764;596;606;
2765;670;680;
2766;273;283;
2767;698;708;
2768;562;572;
2769;193;203;
2770;596;606;
2771;670;680;
2772;273;283;
2773;607;617;
2774;526;536;
2775;609;619;
2776;636;646;
2777;670;680;
2778;273;283;
2779;698;708;
2780;611;621;
2781;193;203;
2782;704;714;
2783;601;611;
2784;273;283;
2785;704;714;
2786;596;606;
2787;600;610;
2788;709;719;
2789;594;604;
2790;691;701;
2791;675;685;
2792;649;659;
2793;211;221;
2794;650;660;
2795;670;680;
2796;273;283;
2797;641;651;
2798;219;229;
2799;611;621;
2800;568;578;
2801;670;680;
2802;273;283;
2803;751;761;
2804;649;659;
2805;211;221;
2806;650;660;
2807;670;680;
2808;273;283;
2809;709;719;
2810;596;606;
2811;577;587;
2812;630;640;
2813;528;538;
2814;219;229;
2815;630;640;
2816;738;748;
2817;247;257;
2818;704;714;
2819;601;611;
2820;273;283;
2821;641;651;
2822;615;625;
2823;665;675;
2824;636;646;
2825;670;680;
2826;273;283;
2827;719;729;
2828;596;606;
2829;219;229;
2830;628;638;
2831;670;680;
2832;273;283;
2833;709;719;
2834;649;659;
2835;699;709;
2836;623;633;
2837;596;606;
2838;562;572;
2839;664;674;
2840;683;693;
2841;273;283;
2842;628;638;
2843;670;680;
2844;273;283;
2845;641;651;
2846;562;572;
2847;643;653;
2848;636;646;
2849;670;680;
2850;273;283;
2851;698;708;
2852;732;742;
2853;273;283;
2854;649;659;
2855;546;556;
2856;273;283;
2857;670;680;
2858;649;659;
2859;273;283;
2860;630;640;
2861;670;680;
2862;273;283;
2863;698;708;
2864;649;659;
2865;247;257;
2866;704;714;
2867;601;611;
2868;273;283;
2869;639;649;
2870;526;536;
2871;609;619;
2872;636;646;
2873;670;680;
2874;273;283;
2875;730;740;
2876;562;572;
2877;193;203;
2878;628;638;
2879;670;680;
2880;273;283;
2881;709;719;
2882;615;625;
2883;665;675;
2884;630;640;
2885;594;604;
2886;723;733;
2887;719;729;
2888;649;659;
2889;211;221;
2890;650;660;
2891;670;680;
2892;273;283;
2893;673;683;
2894;528;538;
2895;609;619;
2896;636;646;
2897;670;680;
2898;273;283;
2899;719;729;
2900;611;621;
2901;193;203;
2902;594;604;
2903;670;680;
2904;273;283;
2905;709;719;
2906;596;606;
2907;577;587;
2908;596;606;
2909;306;316;
2910;273;283;
2911;698;708;
2912;596;606;
2913;219;229;
2914;651;661;
2915;306;316;
2916;273;283;
2917;641;651;
2918;528;538;
2919;611;621;
2920;617;627;
2921;583;593;
2922;219;229;
2923;628;638;
2924;596;606;
2925;219;229;
2926;683;693;
2927;306;316;
2928;273;283;
2929;709;719;
2930;562;572;
2931;645;655;
2932;670;680;
2933;649;659;
2934;691;701;
2935;675;685;
2936;683;693;
2937;273;283;
2938;704;714;
2939;601;611;
2940;273;283;
2941;641;651;
2942;562;572;
2943;611;621;
2944;628;638;
2945;306;316;
2946;273;283;
2947;698;708;
2948;645;655;
2949;306;316;
2950;705;715;
2951;306;316;
2952;273;283;
2953;709;719;
2954;562;572;
2955;219;229;
2956;651;661;
2957;306;316;
2958;273;283;
2959;698;708;
2960;562;572;
2961;193;203;
2962;683;693;
2963;306;316;
2964;273;283;
2965;607;617;
2966;526;536;
2967;609;619;
2968;628;638;
2969;306;316;
2970;273;283;
2971;698;708;
2972;611;621;
2973;193;203;
2974;670;680;
2975;237;247;
2976;273;283;
2977;704;714;
2978;596;606;
2979;600;610;
2980;675;685;
2981;649;659;
2982;691;701;
2983;641;651;
2984;649;659;
2985;247;257;
2986;683;693;
2987;306;316;
2988;273;283;
2989;641;651;
2990;219;229;
2991;611;621;
2992;670;680;
2993;237;247;
2994;273;283;
2995;596;606;
2996;649;659;
2997;247;257;
2998;683;693;
2999;306;316;
3000;273;283;
3001;709;719;
3002;683;693;
3003;631;641;
3004;596;606;
3005;583;593;
3006;219;229;
3007;664;674;
3008;649;659;
3009;247;257;
3010;670;680;
3011;237;247;
3012;273;283;
3013;641;651;
3014;615;625;
3015;665;675;
3016;628;638;
3017;306;316;
3018;273;283;
3019;719;729;
3020;683;693;
3021;273;283;
3022;683;693;
3023;306;316;
3024;273;283;
3025;709;719;
3026;649;659;
3027;699;709;
3028;630;640;
3029;562;572;
3030;562;572;
3031;630;640;
3032;683;693;
3033;237;247;
3034;705;715;
3035;306;316;
3036;273;283;
3037;641;651;
3038;562;572;
3039;611;621;
3040;628;638;
3041;306;316;
3042;273;283;
3043;698;708;
3044;677;687;
3045;219;229;
3046;704;714;
3047;601;611;
3048;273;283;
3049;704;714;
3050;596;606;
3051;528;538;
3052;630;640;
3053;528;538;
3054;583;593;
3055;583;593;
3056;583;593;
3057;583;593;
3058;583;593;
3059;583;593;
3060;583;593;
3061;534;544;
3062;583;593;
3063;528;538;
3064;583;593;
3065;528;538;
3066;583;593;
3067;528;538;
3068;583;593;
3069;528;538;
3070;583;593;
3071;562;572;
